Code,Name,Type,Latitude,Longitude,Sector,Open/Closed,State,Local_Hospital_Network_(LHN),Primary_Health_Network_area_(PHN),Min_Beds,Max_Beds,Website,Elective_Surgery_High_Level,Elective_Surgery_Low_Level,Establishment_ID,Medicare_provider_no,Network_code,Hospital_Network,Remoteness_area,Number_of_available_beds,Peer_group_name,Establishments_data,Morbidity_data,Emergency_department_data,Elective_Surgery_Waiting_times_data,Non_admitted_patient_aggregate_data,IHPA_funding_designation,Phone_number,Street_address,Suburb,Postcode
H0102,Maitland Hospital,Hospital,-32.726723,151.545887,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,100,199,,"Ear, nose and throat surgery,General surgery,Gynaecology,Orthopaedic surgery,Paediatric surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Adenoidectomy,Amputation of limb,Anterior cruciate ligament reconstruction,Arthrodesis,Arthroscopy,Bladder neck incision,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Curettage and evacuation of uterus,Cystoscopy,Dialysis access surgery,Diathermy of wart/s,Dupytren's contracture release,Endometrial ablation,Epididymal cyst - removal of,Female sterilisation,Fracture non-union - treatment of,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laminectomy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Mastectomy,Meatoplasty,Meniscectomy,Myringoplasty/tympanoplasty,Myringotomy,Myringotomy (without insertion of grommets),Nasendoscopy,Nerve decompression,Orchidopexy,Osteotomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Prostate biopsy,Prostatectomy (transurethral or open),Radical neck dissection,Rotator cuff - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Septoplasty,Shoulder joint replacement,Shoulder reconstruction,Skin lesion - excision of,Stress incontinence surgery,Tendon release,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Total hip replacement,Total knee replacement,Trigger finger/thumb release,Turbinectomy,Vaginal repair - anterior/posterior,Varicose veins treatment,",1180Q2060,0011650H,109,Hunter New England,Major Cities,176.5,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,02 4939 2000,550-560 High Street,Maitland,2320
H0333,Angliss Hospital,Hospital,-37.898663,145.314166,Public,Open,Victoria,Eastern Health (Vic),Eastern Melbourne,100,199,www.easternhealth.org.au,"Ear, nose and throat surgery,General surgery,Gynaecology,Other surgery,","Adenoidectomy,Anal fissure - repair of,Axillary node dissection,Bartholin's abscess drainage,Breast lump - excision and/or biopsy,Carpal tunnel release,Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Congenital cardiac defect/s - procedure for,Curettage and evacuation of uterus,Endometrial ablation,Epididymal cyst - removal of,Female sterilisation,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Myomectomy,Myringoplasty/tympanoplasty,Myringotomy,Myringotomy (without insertion of grommets),Orchidopexy,Pilonidal sinus surgery,Pleurodesis,Pressure equalising tubes (grommets) - insertion of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Septoplasty,Skin lesion - excision of,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Total knee replacement,Trigger finger/thumb release,Turbinectomy,Vaginal repair - anterior/posterior,Varicose veins treatment,",210801590,0,234,Eastern Health (Vic),Major Cities,179,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,1300 342 255,Albert Street,Upper Ferntree Gully,3156
H0106,Calvary Mater Newcastle,Hospital,-32.899371,151.720858,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,100,199,www.calvarymater.org.au/,"Cardio-thoracic surgery,General surgery,Gynaecology,Other surgery,Plastic surgery,","Anal fissure - repair of,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Cholecystectomy (open/laparoscopic),Colectomy/anterior resection/large bowel resection,Dialysis access surgery,Fracture non-union - treatment of,Haemorrhoidectomy,Herniorrhaphy,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lobectomy/wedge resection/pneumonectomy,Mastectomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Repair of obstructing hiatus hernia,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Skin lesion - excision of,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,",1180Q2110,0011870W,109,Hunter New England,Major Cities,181.4,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,,,,
H0636,Bentley Health Service,Hospital,-32.005332,115.927922,Public,Open,Western Australia,East Metropolitan Health Service (WA),Perth South,100,199,www.health.wa.gov.au/services/detail.cfm?Unit_ID=16,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Plastic surgery,","Arthrodesis,Axillary node dissection,Bartholin's cyst - removal of,Blepharoplasty,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Breast reduction,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Cone biopsy,Dacryocystorhinostomy,Dialysis access surgery,Dupytren's contracture release,Ectropion - correction of,Endometrial ablation,Ethmoidectomy,Exostosis - excision of,Female sterilisation,Functional endoscopic sinus surgery,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Mastectomy,Mastoidectomy,Muscle biopsy/temporal artery biopsy,Muscle or tendon length - change of,Myringoplasty/tympanoplasty,Myringotomy,Myringotomy (without insertion of grommets),Nasal polypectomy,Parathyroidectomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Procedure for strabismus (squint repair),Pterygium - excision of,Ptosis - repair of,Rhinoplasty,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Septoplasty,Skin lesion - excision of,Stapedectomy,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Trabeculectomy,Trigger finger/thumb release,Turbinectomy,Vaginal repair - anterior/posterior,",510200255,0071150X,504,0,Major Cities,182.4,Unpeered,Yes,Yes,No,Yes,Yes,Activity-based funded hospital,,,,
H0397,Redland Hospital,Hospital,-27.539992,153.251379,Public,Open,Queensland,Metro South (Qld),Brisbane South,100,199,www.health.qld.gov.au/services/metrosouth/redland-hosp.asp,"General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Other surgery,Plastic surgery,","Anal fissure - repair of,Anterior cruciate ligament reconstruction,Arthrodesis,Arthroscopy,Bartholin's cyst - removal of,Blepharoplasty,Breast lump - excision and/or biopsy,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Cone biopsy,Diathermy of wart/s,Dupytren's contracture release,Ectropion - correction of,Exostosis - excision of,Female sterilisation,Fracture non-union - treatment of,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Mastectomy,Meniscectomy,Muscle or tendon length - change of,Parathyroidectomy,Pterygium - excision of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Shoulder reconstruction,Skin lesion - excision of,Stress incontinence surgery,Tendon release,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Trigger finger/thumb release,Vaginal repair - anterior/posterior,Varicose veins treatment,",310000028,0,322,Metro South (Qld),Major Cities,185,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,07 3488 3111,Weippin Street,Cleveland,4163
H0360,Heidelberg Repatriation Hospital [Heidelberg West],Hospital,-37.755973,145.04749,Public,Open,Victoria,Austin Health (Vic),Eastern Melbourne,0,0,,,,210A01032,0,266,Austin Health (Vic),Major Cities,187,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital,03 9496 5000,300 Waterdale Road,Heidelberg West,3081
H0418,Hervey Bay Hospital,Hospital,-25.298697,152.820639,Public,Open,Queensland,Wide Bay,"Central Queensland, Wide Bay and Sunshine Coast",100,199,www.health.qld.gov.au/services/widebay/wb-herveybay.asp,"General surgery,Gynaecology,Orthopaedic surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Anal fissure - repair of,Anterior cruciate ligament reconstruction,Arthrodesis,Arthroplasty - revision of,Arthroscopy,Bartholin's cyst - removal of,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Common peroneal nerve release,Cone biopsy,Curettage and evacuation of uterus,Cystoscopy,Dialysis access surgery,Diathermy of wart/s,Dupytren's contracture release,Epididymal cyst - removal of,Female sterilisation,Ganglion - excision of,Haemorrhoidectomy,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Mastectomy,Meniscectomy,Muscle biopsy/temporal artery biopsy,Myomectomy,Osteotomy,Parathyroidectomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Prostate biopsy,Prostatectomy (transurethral or open),Rotator cuff - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Shoulder joint replacement,Shoulder reconstruction,Skin lesion - excision of,Stress incontinence surgery,Thyroglossal remnant - removal of,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Total hip replacement,Total knee replacement,Trigger finger/thumb release,Vaginal repair - anterior/posterior,",310000069,0,318,Wide Bay,Inner Regional,192,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,07 4120 6666,Corner of Nissen and Uraween Roads,Pialba,4655
H0097,Manning Hospital,Hospital,-31.910418,152.454485,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,100,199,,"General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Other surgery,Paediatric surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Anal fissure - repair of,Anterior cruciate ligament reconstruction,Arthroscopy,Bartholin's abscess drainage,Blepharoplasty,Breast lump - excision and/or biopsy,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cerebral haematoma - evacuation of,Chalazion - excision of,Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Curettage and evacuation of uterus,Cystectomy,Cystoscopy,Dialysis access surgery,Diathermy of wart/s,Dupytren's contracture release,Ectropion - correction of,Endometrial ablation,Epididymal cyst - removal of,Examination of eye under anaesthesia,Female sterilisation,Fracture non-union - treatment of,Ganglion - excision of,Haemorrhoidectomy,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Mastectomy,Meniscectomy,Muscle or tendon length - change of,Nephrectomy,Nerve decompression,Orchidectomy,Orchidopexy,Osteotomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Procedure for strabismus (squint repair),Prostate biopsy,Prostatectomy (transurethral or open),Pterygium - excision of,Pyeloplasty/correction of ureteropelvic junction,Rotator cuff - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Shoulder joint replacement,Skin lesion - excision of,Tendon release,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Total hip replacement,Total knee replacement,Trigger finger/thumb release,Ureteric stent - insertion of,Vaginal repair - anterior/posterior,Varicose veins treatment,",1180J2250,0011680A,109,Hunter New England,Inner Regional,193.5,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,02 6592 9111,26 York Street,Taree,2430
H0227,Macquarie Hospital,Hospital,-33.802312,151.124818,Public,Open,New South Wales,Northern Sydney,Northern Sydney,100,199,www.nslhd.health.nsw.gov.au/Hospitals/Macquarie/,,,1476B1010,0012910W,106,Northern Sydney,Major Cities,194.8,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital,02 9888 1222,1 Wicks Road,North Ryde,2113
H0347,Kingston Centre [Cheltenham],Hospital,-37.955018,145.078969,Public,Open,Victoria,Monash Health,South Eastern Melbourne,100,199,www.southernhealth.org.au/page/Hospitals/Kingston_Centre/,,,210902030,0,269,Monash Health,Major Cities,195,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital,03 9265 1000,400 Warrigal Road,Cheltenham,3192
H0637,Rockingham General Hospital,Hospital,-32.291359,115.770899,Public,Open,Western Australia,South Metropolitan Health Service (WA),Perth South,100,199,www.rkpg.health.wa.gov.au,"Ear, nose and throat surgery,General surgery,Gynaecology,Orthopaedic surgery,Other surgery,Paediatric surgery,Plastic surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Adenoidectomy,Anterior cruciate ligament reconstruction,Arthrodesis,Arthroscopy,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Breast reduction,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cholecystectomy (open/laparoscopic),Circumcision,Cone biopsy,Cystoscopy,Dialysis access surgery,Dupytren's contracture release,Endometrial ablation,Ethmoidectomy,Exostosis - excision of,Female sterilisation,Fracture non-union - treatment of,Functional endoscopic sinus surgery,Fundoplication,Ganglion - excision of,Haemorrhoidectomy,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hydrocele - repair of,Hypospadias - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Meniscectomy,Microlaryngoscopy,Muscle biopsy/temporal artery biopsy,Myomectomy,Myringoplasty/tympanoplasty,Myringotomy,Nasal cautery,Orchidectomy,Orchidopexy,Osteotomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Ptosis - repair of,Repair of obstructing hiatus hernia,Rotator cuff - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Septoplasty,Shoulder joint replacement,Shoulder reconstruction,Skin lesion - excision of,Stapedectomy,Stress incontinence surgery,Sub-mucosal resection,Tendon release,Thyroglossal remnant - removal of,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Total hip replacement,Total knee replacement,Trigger finger/thumb release,Turbinectomy,Ureteric stent - insertion of,Vaginal repair - anterior/posterior,",510300277,0071490Y,502,South Metropolitan Health Service (WA),Major Cities,195.5,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,08 9599 4000,Elanora Drive,Cooloongup,6168
H0027,Fairfield Hospital,Hospital,-33.860117,150.904339,Public,Open,New South Wales,South Western Sydney,South Western Sydney,200,500,www.sswahs.nsw.gov.au/fairfield,"General surgery,Gynaecology,Orthopaedic surgery,Other surgery,Paediatric surgery,Plastic surgery,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Anal fissure - repair of,Anterior cruciate ligament reconstruction,Arthrodesis,Arthroscopy,Bartholin's abscess drainage,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Bunion (hallux valgus) - removal of,Carpal tunnel release,Chalazion - excision of,Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Curettage and evacuation of uterus,Cystoscopy,Diathermy of wart/s,Dupytren's contracture release,Endometrial ablation,Examination of eye under anaesthesia,Female sterilisation,Fracture non-union - treatment of,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Mastectomy,Meniscectomy,Myomectomy,Nerve decompression,Osteotomy,Pilonidal sinus surgery,Repair of obstructing hiatus hernia,Rotator cuff - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Shoulder joint replacement,Shoulder reconstruction,Skin lesion - excision of,Stress incontinence surgery,Tendon release,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Total hip replacement,Total knee replacement,Trigger finger/thumb release,Vaginal repair - anterior/posterior,Varicose veins treatment,",1171D2060,0010110Y,103,South Western Sydney,Major Cities,200.1,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,02 9616 8111,Corner of Polding Street and Prairie Vale Road,Prairiewood,2176
